Gene stable ID	Gene name	Human gene stable ID	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
ENSMFAG00000052972	SNORD115	ENSG00000200757	SNORD115-16	ortholog_one2one	1
ENSMFAG00000063554	SNORD115	ENSG00000201831	SNORD115-1	ortholog_one2one	1
ENSMFAG00000042081	ADAMTS12	ENSG00000151388	ADAMTS12	ortholog_one2one	1
ENSMFAG00000032530	RICTOR	ENSG00000164327	RICTOR	ortholog_one2one	1
ENSMFAG00000015372	U5				
ENSMFAG00000032984	PCSK1	ENSG00000175426	PCSK1	ortholog_one2one	1
ENSMFAG00000061871					
ENSMFAG00000057626					
ENSMFAG00000041507	RNF212B	ENSG00000215277	RNF212B	ortholog_one2one	1
ENSMFAG00000056662					
ENSMFAG00000035971	GALNT10	ENSG00000164574	GALNT10	ortholog_one2one	1
ENSMFAG00000002414	HGFAC	ENSG00000109758	HGFAC	ortholog_one2one	1
ENSMFAG00000042846	HERC1	ENSG00000103657	HERC1	ortholog_one2one	1
ENSMFAG00000043928	OCIAD1	ENSG00000109180	OCIAD1	ortholog_one2one	1
ENSMFAG00000041249	PSTPIP1	ENSG00000140368	PSTPIP1	ortholog_one2one	1
ENSMFAG00000011843	SNORD116	ENSG00000207245	SNORD116-29	ortholog_one2one	1
ENSMFAG00000045592	DOK7	ENSG00000175920	DOK7	ortholog_one2one	1
ENSMFAG00000062055	SNORD116	ENSG00000251896	SNORD116-27	ortholog_one2one	1
ENSMFAG00000058844	SNORD116	ENSG00000251815	SNORD116-26	ortholog_one2one	1
ENSMFAG00000000636	FOXP2	ENSG00000128573	FOXP2	ortholog_one2one	1
ENSMFAG00000039867	SNAP23	ENSG00000092531	SNAP23	ortholog_one2one	1
ENSMFAG00000057178	SNORD116	ENSG00000252326	SNORD116-25	ortholog_one2one	1
ENSMFAG00000063344	snoU13				
ENSMFAG00000033411	AHI1	ENSG00000135541	AHI1	ortholog_one2one	1
ENSMFAG00000062704	SNORD116	ENSG00000207279	SNORD116-24	ortholog_one2one	1
ENSMFAG00000014318	U6	ENSG00000252347	RNU6-1046P	ortholog_one2one	1
ENSMFAG00000007811	U6	ENSG00000206881	RNU6-190P	ortholog_one2one	1
ENSMFAG00000047399					
ENSMFAG00000045907	LRPAP1	ENSG00000163956	LRPAP1	ortholog_one2one	1
ENSMFAG00000052320	Metazoa_SRP				
ENSMFAG00000050956					
ENSMFAG00000018445	Metazoa_SRP	ENSG00000241963	RN7SL655P	ortholog_one2one	1
ENSMFAG00000063278	SNORD116	ENSG00000207375	SNORD116-23	ortholog_one2one	1
ENSMFAG00000047739	FAM8A1	ENSG00000137414	FAM8A1	ortholog_one2one	1
ENSMFAG00000049914	Metazoa_SRP				
ENSMFAG00000042540	PEAK1	ENSG00000173517	PEAK1	ortholog_one2one	1
ENSMFAG00000020749	U3	ENSG00000200318	SNORD3P1	ortholog_one2one	1
ENSMFAG00000056441	SNORD116	ENSG00000275127	SNORD116-22	ortholog_one2one	1
ENSMFAG00000032119	HOMEZ	ENSG00000290292	HOMEZ	ortholog_one2one	1
ENSMFAG00000061730					
ENSMFAG00000060119	SNORD116	ENSG00000278715	SNORD116-20	ortholog_one2many	1
ENSMFAG00000059801		ENSG00000164576	SAP30L	ortholog_one2one	0
ENSMFAG00000065413					
ENSMFAG00000051096	Metazoa_SRP				
ENSMFAG00000048788	SNORD116	ENSG00000278715	SNORD116-20	ortholog_one2many	1
ENSMFAG00000063150					
ENSMFAG00000048166	SNORD116	ENSG00000207460	SNORD116-19	ortholog_many2many	1
ENSMFAG00000048166	SNORD116	ENSG00000277785	SNORD116-21	ortholog_many2many	1
ENSMFAG00000000259	OCIAD2	ENSG00000145247	OCIAD2	ortholog_one2one	1
ENSMFAG00000058202	SNORD116				
ENSMFAG00000055001					
ENSMFAG00000065284					
ENSMFAG00000037384	HMG20A	ENSG00000140382	HMG20A	ortholog_one2one	1
ENSMFAG00000051922					
ENSMFAG00000050501	SNORD116	ENSG00000278715	SNORD116-20	ortholog_one2many	1
ENSMFAG00000000456	HAND1	ENSG00000113196	HAND1	ortholog_one2one	1
ENSMFAG00000053474					
ENSMFAG00000016015	Metazoa_SRP	ENSG00000239820	RN7SL213P	ortholog_one2one	1
ENSMFAG00000015014	MIR3666	ENSG00000272230	MIR3666	ortholog_one2one	1
ENSMFAG00000006477	U6	ENSG00000252913	RNU6-158P	ortholog_one2one	1
ENSMFAG00000061374	SNORD116	ENSG00000278715	SNORD116-20	ortholog_one2many	1
ENSMFAG00000041616	PPP1R3E	ENSG00000235194	PPP1R3E	ortholog_one2one	1
ENSMFAG00000033162	MINDY2	ENSG00000128923	MINDY2	ortholog_one2one	1
ENSMFAG00000061440	SNORA70				
ENSMFAG00000057586	Metazoa_SRP				
ENSMFAG00000060820	SNORD116	ENSG00000278715	SNORD116-20	ortholog_one2many	1
ENSMFAG00000062958					
ENSMFAG00000041795	CAP2	ENSG00000112186	CAP2	ortholog_one2one	1
ENSMFAG00000050895	MDFIC	ENSG00000135272	MDFIC	ortholog_one2one	1
ENSMFAG00000003755					
ENSMFAG00000053320	SNORD116	ENSG00000278715	SNORD116-20	ortholog_one2many	1
ENSMFAG00000064816					
ENSMFAG00000061077					
ENSMFAG00000007776	Y_RNA	ENSG00000199764	Y_RNA	ortholog_one2one	1
ENSMFAG00000063971					
ENSMFAG00000000295	CWH43	ENSG00000109182	CWH43	ortholog_one2one	1
ENSMFAG00000049445					
ENSMFAG00000055257					
ENSMFAG00000023142	SNORA25	ENSG00000202377	SNORA25B	ortholog_one2one	1
ENSMFAG00000055919	Y_RNA	ENSG00000199224	Y_RNA	ortholog_one2one	1
ENSMFAG00000034271	HMX1	ENSG00000215612	HMX1	ortholog_one2one	1
ENSMFAG00000010325	LINGO1	ENSG00000169783	LINGO1	ortholog_one2one	1
ENSMFAG00000065076					
ENSMFAG00000031651	LARP1	ENSG00000155506	LARP1	ortholog_one2one	1
ENSMFAG00000055036	SNORD116	ENSG00000207460	SNORD116-19	ortholog_many2many	1
ENSMFAG00000055036	SNORD116	ENSG00000277785	SNORD116-21	ortholog_many2many	1
ENSMFAG00000043482	RAD51B	ENSG00000182185	RAD51B	ortholog_one2one	1
ENSMFAG00000060381	SNORD116	ENSG00000206688	SNORD116-18	ortholog_one2one	1
ENSMFAG00000043133	LRRC57	ENSG00000180979	LRRC57	ortholog_one2one	1
ENSMFAG00000048834	SNORD116	ENSG00000206656	SNORD116-17	ortholog_one2one	1
ENSMFAG00000032183					
ENSMFAG00000064414	SNORD116	ENSG00000207263	SNORD116-16	ortholog_one2one	1
ENSMFAG00000035684	TFEC	ENSG00000105967	TFEC	ortholog_one2one	1
ENSMFAG00000061579					
ENSMFAG00000057730	SNORD116	ENSG00000207174	SNORD116-15	ortholog_one2one	1
ENSMFAG00000064684					
ENSMFAG00000049139	SNORD116	ENSG00000206621	SNORD116-14	ortholog_one2one	1
ENSMFAG00000047648	Metazoa_SRP	ENSG00000278604	RN7SL429P	ortholog_many2many	0
ENSMFAG00000047648	Metazoa_SRP	ENSG00000274350	RN7SL853P	ortholog_many2many	0
ENSMFAG00000047648	Metazoa_SRP	ENSG00000242066	RN7SL214P	ortholog_many2many	1
ENSMFAG00000047648	Metazoa_SRP	ENSG00000275992	RN7SL327P	ortholog_many2many	0
ENSMFAG00000047648	Metazoa_SRP	ENSG00000277295	RN7SL489P	ortholog_many2many	0
ENSMFAG00000047648	Metazoa_SRP	ENSG00000241807	RN7SL319P	ortholog_many2many	0
ENSMFAG00000011301	SNORD116	ENSG00000207137	SNORD116-13	ortholog_one2one	1
ENSMFAG00000065607	Metazoa_SRP				
ENSMFAG00000004286	U6	ENSG00000201623	RNU6-923P	ortholog_one2one	1
ENSMFAG00000009250	SNORD116	ENSG00000207197	SNORD116-12	ortholog_one2one	1
ENSMFAG00000033354	SLTM	ENSG00000137776	SLTM	ortholog_one2one	1
ENSMFAG00000063929					
ENSMFAG00000045903	CPZ	ENSG00000109625	CPZ	ortholog_one2one	1
ENSMFAG00000057292	SNORD116	ENSG00000206609	SNORD116-11	ortholog_one2one	1
ENSMFAG00000028692	RXFP3	ENSG00000182631	RXFP3	ortholog_one2one	1
ENSMFAG00000062652					
ENSMFAG00000051308	Metazoa_SRP				
ENSMFAG00000043734	HAUS2	ENSG00000137814	HAUS2	ortholog_one2one	1
ENSMFAG00000011688	SNORD116	ENSG00000200661	SNORD116-10	ortholog_one2one	1
ENSMFAG00000049061					
ENSMFAG00000051198	SNORD116	ENSG00000206727	SNORD116-9	ortholog_one2one	1
ENSMFAG00000056722					
ENSMFAG00000043816	HEATR4	ENSG00000187105	HEATR4	ortholog_one2one	1
ENSMFAG00000063081					
ENSMFAG00000047496					
ENSMFAG00000064716	SNORD116	ENSG00000207093	SNORD116-8	ortholog_one2one	1
ENSMFAG00000014555	Metazoa_SRP	ENSG00000244677	RN7SL706P	ortholog_one2one	1
ENSMFAG00000031378	TBC1D2B	ENSG00000167202	TBC1D2B	ortholog_one2one	1
ENSMFAG00000044587	Metazoa_SRP				
ENSMFAG00000005909	TES	ENSG00000135269	TES	ortholog_one2one	1
ENSMFAG00000061435	SNORD116	ENSG00000207133	SNORD116-7	ortholog_one2one	1
ENSMFAG00000034396	RBM24	ENSG00000112183	RBM24	ortholog_one2one	1
ENSMFAG00000062736					
ENSMFAG00000055209	SNORD116	ENSG00000207442	SNORD116-6	ortholog_one2one	1
ENSMFAG00000003969	SLC45A2	ENSG00000164175	SLC45A2	ortholog_one2one	1
ENSMFAG00000051221					
ENSMFAG00000053672					
ENSMFAG00000039299	C9	ENSG00000113600	C9	ortholog_one2one	1
ENSMFAG00000012565	Metazoa_SRP	ENSG00000243546	RN7SL108P	ortholog_one2one	1
ENSMFAG00000053561	SNORD116	ENSG00000207191	SNORD116-5	ortholog_one2one	1
ENSMFAG00000043146	MIS18BP1	ENSG00000129534	MIS18BP1	ortholog_one2one	1
ENSMFAG00000059976	U6				
ENSMFAG00000056738	SNORD116	ENSG00000275529	SNORD116-4	ortholog_one2one	1
ENSMFAG00000039098	STMND1	ENSG00000230873	STMND1	ortholog_one2one	1
ENSMFAG00000064881					
ENSMFAG00000047609					
ENSMFAG00000061881	SNORD116	ENSG00000207014	SNORD116-3	ortholog_one2one	1
ENSMFAG00000010719	GPR78	ENSG00000155269	GPR78	ortholog_one2one	1
ENSMFAG00000014631	U6	ENSG00000199739	RNU6-552P	ortholog_one2one	1
ENSMFAG00000048191					
ENSMFAG00000001416	SH2D7	ENSG00000183476	SH2D7	ortholog_one2one	1
ENSMFAG00000050302	ZFP36L1	ENSG00000185650	ZFP36L1	ortholog_one2one	1
ENSMFAG00000063631	SNORD116	ENSG00000207001	SNORD116-2	ortholog_one2one	1
ENSMFAG00000049317	Metazoa_SRP				
ENSMFAG00000055972					
ENSMFAG00000048666	H2AC6	ENSG00000180573	H2AC6	ortholog_one2one	1
ENSMFAG00000059990	SNORD116	ENSG00000207063	SNORD116-1	ortholog_one2one	1
ENSMFAG00000005599					
ENSMFAG00000048330	CAV2	ENSG00000105971	CAV2	ortholog_one2one	1
ENSMFAG00000033350		ENSG00000310517	CAST	ortholog_one2one	1
ENSMFAG00000056054					
ENSMFAG00000055183					
ENSMFAG00000059064	SNORD109A	ENSG00000239169	SNORD109B	ortholog_one2one	0
ENSMFAG00000039582	SLC22A17	ENSG00000092096	SLC22A17	ortholog_one2one	1
ENSMFAG00000019390	Metazoa_SRP	ENSG00000272197	RN7SL803P	ortholog_one2one	1
ENSMFAG00000052335					
ENSMFAG00000062974					
ENSMFAG00000057373		ENSG00000277224	H2BC7	ortholog_one2one	0
ENSMFAG00000051268					
ENSMFAG00000047328					
ENSMFAG00000057625					
ENSMFAG00000064064					
ENSMFAG00000048607					
ENSMFAG00000054032					
ENSMFAG00000046330	CAV1	ENSG00000105974	CAV1	ortholog_one2one	1
ENSMFAG00000058062					
ENSMFAG00000048044					
ENSMFAG00000055386					
ENSMFAG00000060462					
ENSMFAG00000048994					
ENSMFAG00000064548					
ENSMFAG00000063978					
ENSMFAG00000025459	TRMT44	ENSG00000155275	TRMT44	ortholog_one2one	1
ENSMFAG00000003846					
ENSMFAG00000049913					
ENSMFAG00000060519					
ENSMFAG00000053210	RPL10L	ENSG00000165496	RPL10L	ortholog_one2one	1
ENSMFAG00000050509					
ENSMFAG00000036567	CIB2	ENSG00000136425	CIB2	ortholog_one2one	1
ENSMFAG00000040647	STARD9	ENSG00000159433	STARD9	ortholog_one2one	1
ENSMFAG00000048373					
ENSMFAG00000032307	AMACR	ENSG00000242110	AMACR	ortholog_one2one	1
ENSMFAG00000059911					
ENSMFAG00000005890	SNORD18	ENSG00000200623	SNORD18A	ortholog_one2one	1
ENSMFAG00000032779	ATXN1	ENSG00000124788	ATXN1	ortholog_one2one	1
ENSMFAG00000056581	Metazoa_SRP				
ENSMFAG00000059350					
ENSMFAG00000031322	FAXDC2	ENSG00000170271	FAXDC2	ortholog_one2one	1
ENSMFAG00000054087	Metazoa_SRP				
ENSMFAG00000031221	RNF111	ENSG00000157450	RNF111	ortholog_one2one	1
ENSMFAG00000036405	WDFY3	ENSG00000163625	WDFY3	ortholog_one2one	1
ENSMFAG00000043550					
ENSMFAG00000037287	EFS	ENSG00000100842	EFS	ortholog_one2one	1
ENSMFAG00000064643					
ENSMFAG00000038840	FYB1	ENSG00000082074	FYB1	ortholog_one2one	1
ENSMFAG00000037922	AVEN	ENSG00000169857	AVEN	ortholog_one2one	1
ENSMFAG00000063003					
ENSMFAG00000032319	MDGA2	ENSG00000139915	MDGA2	ortholog_one2one	1
ENSMFAG00000028602	MET	ENSG00000105976	MET	ortholog_one2one	1
ENSMFAG00000003078	ACTN1	ENSG00000072110	ACTN1	ortholog_one2one	1
ENSMFAG00000000799	HFE	ENSG00000010704	HFE	ortholog_one2one	1
ENSMFAG00000063407	U6	ENSG00000206899	RNU6-36P	ortholog_one2one	0
ENSMFAG00000036837	GMPR	ENSG00000137198	GMPR	ortholog_one2one	1
ENSMFAG00000031617		ENSG00000205669	ACOT6	ortholog_one2one	0
ENSMFAG00000037622	ACOX3	ENSG00000087008	ACOX3	ortholog_one2one	1
ENSMFAG00000064298	Metazoa_SRP				
ENSMFAG00000034852					
ENSMFAG00000036529	ZWILCH	ENSG00000174442	ZWILCH	ortholog_one2one	1
ENSMFAG00000035335		ENSG00000166411	IDH3A	ortholog_one2many	1
ENSMFAG00000012509	CHRM5	ENSG00000184984	CHRM5	ortholog_one2one	1
ENSMFAG00000062178					
ENSMFAG00000048428					
ENSMFAG00000007648		ENSG00000142534	RPS11	ortholog_one2many	0
ENSMFAG00000038054	EMC7	ENSG00000134153	EMC7	ortholog_one2one	1
ENSMFAG00000002200	IL25	ENSG00000166090	IL25	ortholog_one2one	1
ENSMFAG00000047380	C1QTNF3	ENSG00000082196	C1QTNF3	ortholog_one2one	1
ENSMFAG00000027665					
ENSMFAG00000050460					
ENSMFAG00000065391					
ENSMFAG00000047459					
ENSMFAG00000040907	Y_RNA	ENSG00000201012	Y_RNA	ortholog_one2one	1
ENSMFAG00000012556	PGBD4	ENSG00000182405	PGBD4	ortholog_one2one	1
ENSMFAG00000052357					
ENSMFAG00000065177					
ENSMFAG00000002829	CNOT8	ENSG00000155508	CNOT8	ortholog_one2one	1
ENSMFAG00000038063					
ENSMFAG00000051030					
ENSMFAG00000057239					
ENSMFAG00000061055					
ENSMFAG00000051732					
ENSMFAG00000033668	HTRA3	ENSG00000170801	HTRA3	ortholog_one2one	1
ENSMFAG00000061775					
ENSMFAG00000032923	PDE7B	ENSG00000171408	PDE7B	ortholog_one2one	1
ENSMFAG00000061811	Metazoa_SRP				
ENSMFAG00000055620					
ENSMFAG00000048435					
ENSMFAG00000038142	KATNBL1	ENSG00000134152	KATNBL1	ortholog_one2one	1
ENSMFAG00000030275	CMTM5	ENSG00000166091	CMTM5	ortholog_one2one	1
ENSMFAG00000063990					
ENSMFAG00000000151	DAB2	ENSG00000153071	DAB2	ortholog_one2one	1
ENSMFAG00000042779	CCNB2	ENSG00000157456	CCNB2	ortholog_one2one	1
ENSMFAG00000049844					
ENSMFAG00000032027	GEMIN5	ENSG00000082516	GEMIN5	ortholog_one2one	1
ENSMFAG00000034157	ACSBG1	ENSG00000103740	ACSBG1	ortholog_one2one	1
ENSMFAG00000065621					
ENSMFAG00000036846					
ENSMFAG00000047990					
ENSMFAG00000054101					
ENSMFAG00000054222					
ENSMFAG00000035276	U6	ENSG00000207366	RNU6-297P	ortholog_one2one	1
ENSMFAG00000004907	U6	ENSG00000251831	RNU6-1114P	ortholog_one2one	1
ENSMFAG00000000272					
ENSMFAG00000007818					
ENSMFAG00000048228	U3				
ENSMFAG00000049633	snoU13				
ENSMFAG00000003413	DCAF5	ENSG00000139990	DCAF5	ortholog_one2one	1
ENSMFAG00000052780					
ENSMFAG00000033425	MYLIP	ENSG00000007944	MYLIP	ortholog_one2one	1
ENSMFAG00000049917					
ENSMFAG00000050417	Metazoa_SRP				
ENSMFAG00000064819					
ENSMFAG00000034295					
ENSMFAG00000052617					
ENSMFAG00000062091					
ENSMFAG00000065801	H1-2	ENSG00000187837	H1-2	ortholog_one2one	1
ENSMFAG00000024739	5S_rRNA				
ENSMFAG00000063569					
ENSMFAG00000050906		ENSG00000284135	MIR3654	ortholog_one2many	1
ENSMFAG00000052486					
ENSMFAG00000038742	MTFR2	ENSG00000146410	MTFR2	ortholog_one2one	1
ENSMFAG00000038451	EMC4	ENSG00000128463	EMC4	ortholog_one2one	1
ENSMFAG00000061348					
ENSMFAG00000045780	CDAN1	ENSG00000140326	CDAN1	ortholog_one2one	1
ENSMFAG00000061280					
ENSMFAG00000048092		ENSG00000181218	H2AC25	ortholog_one2one	0
ENSMFAG00000045980					
ENSMFAG00000053438					
ENSMFAG00000062666					
ENSMFAG00000033256	ABLIM2	ENSG00000163995	ABLIM2	ortholog_one2one	1
ENSMFAG00000000323	MYH6	ENSG00000197616	MYH6	ortholog_one2one	1
ENSMFAG00000062657	U7				
ENSMFAG00000049945					
ENSMFAG00000050287	H3C8				
ENSMFAG00000051081					
ENSMFAG00000031045	DNAJA4	ENSG00000140403	DNAJA4	ortholog_one2one	1
ENSMFAG00000064409	Y_RNA	ENSG00000206768	Y_RNA	ortholog_one2one	1
ENSMFAG00000057339					
ENSMFAG00000049379	Metazoa_SRP	ENSG00000276168	RN7SL1	ortholog_one2one	1
ENSMFAG00000064237		ENSG00000197061	H4C3	ortholog_one2one	0
ENSMFAG00000032366	MYO1E	ENSG00000157483	MYO1E	ortholog_one2one	1
ENSMFAG00000048566	Y_RNA	ENSG00000252919	Y_RNA	ortholog_one2one	1
ENSMFAG00000057483					
ENSMFAG00000042536	DTNBP1	ENSG00000047579	DTNBP1	ortholog_one2one	1
ENSMFAG00000062728					
ENSMFAG00000047251					
ENSMFAG00000001423	MRPL22	ENSG00000082515	MRPL22	ortholog_one2one	1
ENSMFAG00000063622	H1-1	ENSG00000124610	H1-1	ortholog_one2one	1
ENSMFAG00000043837	RAI14	ENSG00000039560	RAI14	ortholog_one2one	1
ENSMFAG00000048393					
ENSMFAG00000036709	LRR1	ENSG00000165501	LRR1	ortholog_one2one	1
ENSMFAG00000060790					
ENSMFAG00000060518					
ENSMFAG00000047342	Metazoa_SRP	ENSG00000240823	RN7SL23P	ortholog_one2many	0
ENSMFAG00000056512					
ENSMFAG00000059762	Metazoa_SRP				
ENSMFAG00000041413	EXD2	ENSG00000081177	EXD2	ortholog_one2one	1
ENSMFAG00000038661	TRIM38	ENSG00000112343	TRIM38	ortholog_one2one	1
ENSMFAG00000055902					
ENSMFAG00000057803					
ENSMFAG00000041237	CAPZA2	ENSG00000198898	CAPZA2	ortholog_one2one	1
ENSMFAG00000054060					
ENSMFAG00000049893					
ENSMFAG00000039754	BCLAF1	ENSG00000029363	BCLAF1	ortholog_one2one	1
ENSMFAG00000050966					
ENSMFAG00000043906	MGAT2	ENSG00000168282	MGAT2	ortholog_one2one	1
ENSMFAG00000063009					
ENSMFAG00000000458	LCTL	ENSG00000188501	LCTL	ortholog_one2one	1
ENSMFAG00000004610	KIF4B	ENSG00000226650	KIF4B	ortholog_one2one	1
ENSMFAG00000000163	MYH7	ENSG00000092054	MYH7	ortholog_one2one	1
ENSMFAG00000040419	MIR95	ENSG00000207807	MIR95	ortholog_one2one	1
ENSMFAG00000050605	Metazoa_SRP				
ENSMFAG00000035392	DNAL1	ENSG00000119661	DNAL1	ortholog_one2one	1
ENSMFAG00000062441					
ENSMFAG00000058481					
ENSMFAG00000049012					
ENSMFAG00000042831	TRIP11	ENSG00000100815	TRIP11	ortholog_one2one	1
ENSMFAG00000054501					
ENSMFAG00000002772	SLC17A2	ENSG00000112337	SLC17A2	ortholog_one2one	1
ENSMFAG00000045239	DNAAF2	ENSG00000165506	DNAAF2	ortholog_one2one	1
ENSMFAG00000063981					
ENSMFAG00000014157	U1	ENSG00000199361	RNU1-150P	ortholog_one2one	1
ENSMFAG00000032111	SGCD	ENSG00000170624	SGCD	ortholog_one2one	1
ENSMFAG00000053697					
ENSMFAG00000048637	Metazoa_SRP				
ENSMFAG00000055272	Metazoa_SRP				
ENSMFAG00000060926					
ENSMFAG00000036343	SKIC8	ENSG00000140395	SKIC8	ortholog_one2one	1
ENSMFAG00000048861	Metazoa_SRP				
ENSMFAG00000048699	Metazoa_SRP				
ENSMFAG00000063672					
ENSMFAG00000060996					
ENSMFAG00000001520	TTBK2	ENSG00000128881	TTBK2	ortholog_one2one	1
ENSMFAG00000047671					
ENSMFAG00000048597					
ENSMFAG00000022324	U6	ENSG00000251907	RNU6-240P	ortholog_one2one	1
ENSMFAG00000049071	LDHAL6B	ENSG00000171989	LDHAL6B	ortholog_one2one	1
ENSMFAG00000058058					
ENSMFAG00000053046					
ENSMFAG00000007972	PNMA1	ENSG00000176903	PNMA1	ortholog_one2one	1
ENSMFAG00000062705	U4	ENSG00000200070	RNU4-80P	ortholog_one2one	1
ENSMFAG00000053433					
ENSMFAG00000055163					
ENSMFAG00000008552	Metazoa_SRP				
ENSMFAG00000054653					
ENSMFAG00000063574					
ENSMFAG00000064389	U6	ENSG00000199468	RNU6-556P	ortholog_one2one	1
ENSMFAG00000048877					
ENSMFAG00000049199					
ENSMFAG00000036879	JARID2	ENSG00000008083	JARID2	ortholog_one2one	1
ENSMFAG00000054733					
ENSMFAG00000007845	U6	ENSG00000199512	RNU6-212P	ortholog_one2one	1
ENSMFAG00000031199	CCNDBP1	ENSG00000166946	CCNDBP1	ortholog_one2one	1
ENSMFAG00000045154	SLC17A3	ENSG00000124564	SLC17A3	ortholog_one2one	1
ENSMFAG00000034140	MIDEAS	ENSG00000156030	MIDEAS	ortholog_one2one	1
ENSMFAG00000055095					
ENSMFAG00000002595	POLE2	ENSG00000100479	POLE2	ortholog_one2one	1
ENSMFAG00000058164	snoU13				
ENSMFAG00000039822	AFAP1	ENSG00000196526	AFAP1	ortholog_one2one	1
ENSMFAG00000050594					
ENSMFAG00000056208	U2				
ENSMFAG00000015726	U6	ENSG00000201519	RNU6-645P	ortholog_one2one	1
ENSMFAG00000036296	PRKAA1	ENSG00000132356	PRKAA1	ortholog_one2one	1
ENSMFAG00000063325					
ENSMFAG00000037066					
ENSMFAG00000051415	U6	ENSG00000201367	RNU6-522P	ortholog_one2one	1
ENSMFAG00000044327	TIMD4	ENSG00000145850	TIMD4	ortholog_one2one	1
ENSMFAG00000005169	MIR208A	ENSG00000199157	MIR208A	ortholog_one2one	1
ENSMFAG00000048521					
ENSMFAG00000047230	Metazoa_SRP				
ENSMFAG00000044204	FAM81A	ENSG00000157470	FAM81A	ortholog_one2one	1
ENSMFAG00000057267					
ENSMFAG00000050627					
ENSMFAG00000060254					
ENSMFAG00000052301					
ENSMFAG00000065102					
ENSMFAG00000014457	MIR208B	ENSG00000215991	MIR208B	ortholog_one2one	1
ENSMFAG00000055830	snoU13				
ENSMFAG00000039736		ENSG00000134419	RPS15A	ortholog_one2one	0
ENSMFAG00000050618					
ENSMFAG00000062655		ENSG00000092841	MYL6	ortholog_one2many	1
ENSMFAG00000058444					
ENSMFAG00000009423	Y_RNA	ENSG00000207494	Y_RNA	ortholog_one2many	0
ENSMFAG00000009423	Y_RNA	ENSG00000199285	Y_RNA	ortholog_one2many	0
ENSMFAG00000045407					
ENSMFAG00000007728					
ENSMFAG00000037392	GALNT16	ENSG00000100626	GALNT16	ortholog_one2one	1
ENSMFAG00000012599	Metazoa_SRP	ENSG00000242989	RN7SL332P	ortholog_one2one	1
ENSMFAG00000048064					
ENSMFAG00000054810					
ENSMFAG00000064243	Metazoa_SRP				
ENSMFAG00000055140					
ENSMFAG00000034704	Y_RNA				
ENSMFAG00000061684					
ENSMFAG00000053598					
ENSMFAG00000057961					
ENSMFAG00000062477					
ENSMFAG00000033387	NGDN	ENSG00000129460	NGDN	ortholog_one2one	1
ENSMFAG00000045904	PTGR2	ENSG00000140043	PTGR2	ortholog_one2one	1
ENSMFAG00000014792	SLC12A6	ENSG00000140199	SLC12A6	ortholog_one2one	1
ENSMFAG00000047210	U7				
ENSMFAG00000039778	HAVCR1	ENSG00000113249	HAVCR1	ortholog_one2one	1
ENSMFAG00000048250					
ENSMFAG00000001781	SMAD3	ENSG00000166949	SMAD3	ortholog_one2one	1
ENSMFAG00000051004					
ENSMFAG00000038485	GCNT3	ENSG00000140297	GCNT3	ortholog_one2one	1
ENSMFAG00000060740	CRABP1	ENSG00000166426	CRABP1	ortholog_one2one	1
ENSMFAG00000064906	U6	ENSG00000206960	RNU6-793P	ortholog_one2one	1
ENSMFAG00000055203					
ENSMFAG00000059102					
ENSMFAG00000037547	SLC17A1	ENSG00000124568	SLC17A1	ortholog_one2one	1
ENSMFAG00000013662	U7	ENSG00000238987	RNU7-133P	ortholog_one2one	1
ENSMFAG00000059933	GRPEL1	ENSG00000109519	GRPEL1	ortholog_one2one	1
ENSMFAG00000054441					
ENSMFAG00000004469	Y_RNA				
ENSMFAG00000059520					
ENSMFAG00000063301					
ENSMFAG00000048460					
ENSMFAG00000030839	CD83	ENSG00000112149	CD83	ortholog_one2one	1
ENSMFAG00000061839	SNORA63	ENSG00000199552	SNORA63	ortholog_one2one	1
ENSMFAG00000002501	TADA2B	ENSG00000173011	TADA2B	ortholog_one2one	1
ENSMFAG00000057707					
ENSMFAG00000036143	HAVCR2	ENSG00000135077	HAVCR2	ortholog_one2one	1
ENSMFAG00000034656		ENSG00000140307	GTF2A2	ortholog_one2many	1
ENSMFAG00000043354	THTPA	ENSG00000259431	THTPA	ortholog_one2one	1
ENSMFAG00000014725	SNORA70	ENSG00000206661	SNORA70	ortholog_one2one	1
ENSMFAG00000055210					
ENSMFAG00000040505	PTGER4	ENSG00000171522	PTGER4	ortholog_one2one	1
ENSMFAG00000039630	IREB2	ENSG00000136381	IREB2	ortholog_one2one	1
ENSMFAG00000008568	ST7	ENSG00000004866	ST7	ortholog_one2one	1
ENSMFAG00000048505	Metazoa_SRP				
ENSMFAG00000043159	EPB42	ENSG00000166947	EPB42	ortholog_one2one	1
ENSMFAG00000018548	Metazoa_SRP	ENSG00000242079	RN7SL318P	ortholog_one2one	1
ENSMFAG00000055999					
ENSMFAG00000042781	MAP7	ENSG00000135525	MAP7	ortholog_one2one	1
ENSMFAG00000061284					
ENSMFAG00000055660	SNORA57	ENSG00000212567		ortholog_one2one	1
ENSMFAG00000051395					
ENSMFAG00000040550	AAGAB	ENSG00000103591	AAGAB	ortholog_one2one	1
ENSMFAG00000049997	Metazoa_SRP				
ENSMFAG00000015266	RNF182	ENSG00000180537	RNF182	ortholog_one2one	1
ENSMFAG00000057195					
ENSMFAG00000015094	U6atac				
ENSMFAG00000001012					
ENSMFAG00000048736					
ENSMFAG00000061843					
